,address,city,zip,beds,baths,sqft,year,saleprice,zestimate,rent,type,hoa,tax,apprec,url
205,,phoenix,85014,4.0,2.75,1994,2018.0,500000,"['""zestimate"":414556']","['""rentZestimate"":1800']",single family,[],"2018 $597 +8.9% $7,845 +110%","+$5,489 (+1.3 %)",0
206,"1304 E Dunbar Dr,", Phoenix,['85042'],3 bd,2.5 ba,"1,947 sqft",2003.0,"$239,000",,,Single Family,,,,0
207,"22039 N 30th Ln,", Phoenix,['85027'],3 bd,2.5 ba,"1,520 sqft",2001.0,"$218,000","$219,100","$1,300/mo",Single Family,HOA fees$89/mo,"2018$1,360(+3.3%)$13,560(+11.9%)",(+2.8 %),0
208,"4924 N 108th Dr,", Phoenix,['85037'],3 bd,2.5 ba,"1,902 sqft",2009.0,"$245,000","$229,486","$1,400/mo",Single Family,HOA fees$50/mo,"2018$1,914(+7.3%)$14,300(+7.4%)",(+2.7 %),0
209,"20917 N 39th Way,", Phoenix,['85050'],4 bd,2.5 ba,"2,041 sqft",2001.0,"$369,900","$390,099","$2,000/mo",Single Family,HOA fees$40/mo,"2018$2,651(+4.7%)$27,180(+2.9%)",(+0.1 %),0
210,"3121 S 90th Ave,", Tolleson,['85353'],3 bd,2 ba,"2,169 sqft",2006.0,"$248,000","$240,929","$1,395/mo",Single Family,HOA fees$69/mo,"2018$1,333(+8.5%)$16,080(+10.7%)",(+3.6 %),0
211,"4605 W Fawn Dr,", Laveen,['85339'],4 bd,2 ba,"1,763 sqft",2004.0,"$229,900","$222,335","$1,350/mo",Single Family,HOA fees$68/mo,"2018$1,709(+5.4%)$14,560(+13.7%)",(+4.2 %),0
212,"3935 E Rough Rider Rd UNIT 1323,", Phoenix,['85050'],2 bd,2.5 ba,"1,491 sqft",2016.0,"$359,000","$344,058","$1,550/mo",Townhouse,HOA fees$330/mo,"2018$1,843(+4.7%)$22,020(+4.1%)",(+9.5 %),0
213,"4330 W Fremont Rd,", Laveen,['85339'],4 bd,2.5 ba,"1,723 sqft",2003.0,"$225,000","$219,152","$1,350/mo",Single Family,HOA fees$63/mo,"2018$1,650(+5.4%)$14,220(+15.1%)",(+4.1 %),0
214,,phoenix,85086,4.0,3.0,1941,2004.0,,"['""zestimate"":308578']","['""rentZestimate"":1600']",single family,[],"2018 $2,117 +3.6% $22,030 +5.7%","$314,348 (+1.9 %)",0
215,"5429 W Sunland Ave,", Laveen,['85339'],4 bd,3 ba,"3,024 sqft",2006.0,"$319,000",,,Single Family,,,,0
216,"9311 N 3rd Dr,", Phoenix,['85021'],3 bd,2 ba,"1,575 sqft",2003.0,"$305,000","$299,349","$1,560/mo",Single Family,HOA fees$0/mo,"2018$1,183(+0.3%)$19,760(+4%)",(+3.7 %),0
217,"2708 E Southgate Ave APT 2,", Phoenix,['85040'],4 bd,2 ba,"1,232 sqft",2007.0,"$198,000","$198,895","$1,250/mo",Single Family,HOA fees$0/mo,"2018$816(+7.3%)$10,010(+23.1%)",(+6.5 %),0
218,"4638 W Shumway Farm Rd,", Laveen,['85339'],4 bd,2 ba,"1,863 sqft",2007.0,"$229,999","$224,669","$1,395/mo",Single Family,HOA fees$105/mo,"2018$1,971(+5.8%)$15,070(+13.2%)",(+4.0 %),0
219,"2038 N 77th Dr,", Phoenix,['85035'],3 bd,3.5 ba,"1,383 sqft",2016.0,"$189,900",,,Single Family,,,,0
220,"2101 E Beautiful Ln,", Phoenix,['85042'],4 bd,2 ba,"2,343 sqft",2000.0,"$349,900","$338,148","$1,800/mo",Single Family,HOA fees$140/mo,"2018$3,323(+7.3%)$25,280(+5.9%)",(+2.0 %),0
221,"540 W Mariposa St APT 6,", Phoenix,['85013'],2 bd,3 ba,"1,651 sqft",2016.0,"$435,000","$468,690","$2,261/mo",Townhouse,HOA fees$199/mo,,(+0.9 %),0
222,"34943 N 30th Ave,", Phoenix,['85086'],3 bd,3 ba,"1,566 sqft",2004.0,"$214,700","$217,754","$1,400/mo",Townhouse,HOA fees$136/mo,"2018$1,154(+3.6%)$15,520(+4.5%)",(+3.4 %),0
223,"2056 E Heartwood Ln,", Phoenix,['85022'],4 bd,3 ba,"1,945 sqft",2016.0,"$299,000","$298,540","$1,770/mo",Single Family,HOA fees$229/mo,"2018$1,640(+22.5%)$24,630(+6.9%)",(+0.6 %),0
224,"16865 S 30th Ave,", Phoenix,['85045'],3 bd,2 ba,"1,628 sqft",2003.0,"$294,000","$287,662","$1,595/mo",Single Family,HOA fees$34/mo,"2018$1,941(+4.8%)$19,510(+4.4%)",(+2.0 %),0
225,,phoenix,85042,3.0,2.0,1670,2000.0,294900,"['""zestimate"":286604']","['""rentZestimate"":1600']",single family,"['HOA Fee"",""factValue"":""$95']","2018 $2,816 +4.9% $20,480 +5.3%","$293,110 (+2.3 %)",0
226,"16914 N 50th Way,", Scottsdale,['85254'],3 bd,3 ba,"2,293 sqft",2002.0,"$450,000","$439,368","$2,200/mo",Single Family,HOA fees$102/mo,"2018$2,843(+4.7%)$31,450(+2.9%)",(+4.1 %),0
227,"4010 E Paradise Ln,", Phoenix,['85032'],4 bd,2.5 ba,"3,197 sqft",2000.0,"$497,000","$494,546","$2,450/mo",Single Family,HOA fees$0/mo,"2018$3,403(+4.3%)$33,280(-0.4%)",,0
228,"5001 E Roy Rogers Rd,", Cave Creek,['85331'],3 bd,2 ba,"1,656 sqft",2000.0,"$348,900","$337,334","$1,599/mo",Single Family,HOA fees$25/mo,"2018$1,380(+3.8%)$22,090(+5.2%)",(+1.3 %),0
229,"1014 E Milada Dr,", Phoenix,['85042'],3 bd,2 ba,"1,465 sqft",2001.0,"$247,000","$236,078","$1,395/mo",Single Family,HOA fees$110/mo,"2018$1,720(+7.3%)$15,270(+6.6%)",(+3.4 %),0
230,,phoenix,85042,,,,,438500,"['""zestimate"":470396']","['""rentZestimate"":2395']",open daily 10am to 6pm;friday 1pm to 6pm,[],,Unavailable,0
231,"26915 N Gidiyup Trl,", Phoenix,['85085'],4 bd,3 ba,"2,903 sqft",2008.0,"$484,990","$475,171","$2,500/mo",Single Family,HOA fees$60/mo,"2018$3,418(+3.6%)$36,550(+6.9%)",(+0.9 %),0
232,"8320 W Cordes Rd,", Tolleson,['85353'],3 bd,2.5 ba,"2,145 sqft",2005.0,"$224,999","$229,233","$1,350/mo",Single Family,HOA fees$59/mo,"2018$1,251(+8.5%)$15,050(+12.7%)",(+3.2 %),0
233,"7752 W Granada Rd,", Phoenix,['85035'],3 bd,2.5 ba,"1,486 sqft",2013.0,"$194,900","$197,006","$1,340/mo",Single Family,HOA fees$139/mo,"2018$1,890(+4.9%)$14,130(+6.6%)",(+0.7 %),0
234,"2049 W Gloria Ln,", Phoenix,['85085'],4 bd,3 ba,"3,663 sqft",2005.0,"$399,000","$422,635","$2,200/mo",Single Family,HOA fees$80/mo,"2018$3,394(+3.6%)$32,800(+5.1%)",(+1.9 %),0
235,"1713 E Beautiful Ln,", Phoenix,['85042'],4 bd,2.5 ba,"2,093 sqft",2003.0,"$299,000","$295,370","$1,550/mo",Single Family,HOA fees$113/mo,"2018$2,910(+4.9%)$20,410(+13.5%)",(+1.2 %),0
236,"8421 S 50th Ln,", Laveen,['85339'],4 bd,2.5 ba,"2,182 sqft",2005.0,"$268,000","$261,782","$1,475/mo",Single Family,HOA fees$68/mo,"2018$1,938(+5.8%)$17,200(+14.9%)",(+4.1 %),0
237,"23924 N 23rd Pl,", Phoenix,['85024'],4 bd,3 ba,"3,208 sqft",2011.0,"$497,850","$497,569","$2,500/mo",Single Family,HOA fees$85/mo,"2018$3,816(+5%)$37,220(+2.6%)",(+0.3 %),0
238,"7920 S 24th Dr,", Phoenix,['85041'],3 bd,2 ba,"1,724 sqft",2009.0,"$249,900","$240,883","$1,430/mo",Single Family,HOA fees$73/mo,"2018$2,334(+7.3%)$18,180(+10.9%)",(+4.0 %),0
239,"4757 E Amber Sun Dr,", Cave Creek,['85331'],5 bd,3 ba,"2,230 sqft",2004.0,"$375,000","$374,810","$1,900/mo",Single Family,HOA fees$63/mo,"2018$1,726(+3.8%)$26,430(+4%)",(+0.3 %),0
240,"2150 E Bell Rd UNIT 1005,", Phoenix,['85022'],2 bd,2 ba,"1,158 sqft",2005.0,"$179,900","$180,562","$1,211/mo",Townhouse,HOA fees$116/mo,"2018$906(+4.3%)$12,000(+15.1%)",(+6.0 %),0
241,,phoenix,85027,,,,,231900,"['""zestimate"":314924']","['""rentZestimate"":1660']",sunday and monday by appointmenttuesday ? friday 10am ? 6pmsaturday 9am ? 6pm,[],,"-$15,016 (-4.6 %)",0
242,"2754 E Yale St,", Phoenix,['85008'],4 bd,2.5 ba,"2,132 sqft",2017.0,"$480,000","$511,819","$1,700/mo",Single Family,HOA fees$105/mo,"2017$3,516--$1,799--",(+0.7 %),0
243,,phoenix,85085,,,,,,"['""zestimate"":329048']","['""rentZestimate"":1555']",sun-thu 10am-6pm; fri 1pm-6pm; sat 10am-6pm,[],,+$937 (+0.3 %),0
244,"8174 W Colcord Canyon Rd,", Phoenix,['85043'],2 bd,2 ba,"1,227 sqft",2010.0,"$155,000","$141,822","$1,166/mo",Townhouse,HOA fees$175/mo,,,0
245,,phoenix,85085,,,,,299990,"['""zestimate"":298787']","['""rentZestimate"":1535']",saturday - thursday 10am-6pm; friday 1-6pm,[],,-$982 (-0.3 %),0
246,"2423 W Dusty Wren Dr,", Phoenix,['85085'],4 bd,3 ba,"2,274 sqft",2005.0,"$319,900","$307,182","$1,500/mo",Single Family,HOA fees$79/mo,"2018$1,994(+3.6%)$20,680(+7.1%)",(+1.5 %),0
247,,phoenix,85086,3.0,2.0,2126,2002.0,352000,"['""zestimate"":356852']","['""rentZestimate"":1900']",single family,"['HOA Fee"",""factValue"":""$101']","2018 $2,529 +3.6% $25,850 +5.4%","$362,169 (+1.5 %)",0
248,"9005 S 55th Dr,", Laveen,['85339'],4 bd,2.5 ba,"2,357 sqft",2017.0,"$326,000",,,Single Family,HOA fees$70/mo,"2018$3,102(+868.8%)$5,145(+8.5%)",,0
249,"2511 W Bent Tree Dr,", Phoenix,['85085'],4 bd,2.5 ba,"2,232 sqft",2005.0,"$309,000","$310,104","$1,690/mo",Single Family,HOA fees$50/mo,"2018$2,533(+38.2%)$22,480(+4.7%)",(+2.0 %),0
250,"1024 E Frye Rd UNIT 1051,", Phoenix,['85048'],2 bd,2.5 ba,"1,469 sqft",2000.0,"$230,000","$240,349","$1,475/mo",Townhouse,HOA fees$245/mo,,(+1.1 %),0
251,"7920 S 41st Ln,", Laveen,['85339'],6 bd,3.5 ba,"3,288 sqft",2015.0,"$330,000","$327,729","$1,695/mo",Single Family,HOA fees$96/mo,"2018$3,427(+5.8%)$25,210(+0.9%)",(+0.8 %),0
252,,phoenix,85043,4.0,2.5,3036,2018.0,339994,"['""zestimate"":282362']",[],single family,"['HOA Fee"",""factValue"":""$19']","2018 $252 +6% $4,140 +12.2%",Unavailable,0
253,"18250 N 32nd St UNIT 1049,", Phoenix,['85032'],2 bd,2 ba,"1,209 sqft",2005.0,"$195,000","$193,332","$1,350/mo",Townhouse,HOA fees$140/mo,"2018$905(+4.7%)$12,580(+14.3%)",(+5.6 %),0
254,,phoenix,85085,,,,,295990,"['""zestimate"":292232']","['""rentZestimate"":1529']",saturday - thursday 10am-6pm; friday 1-6pm,[],,-$622 (-0.2 %),0
255,,laveen,85339,4.0,2.0,1611,2003.0,,"['""zestimate"":213848']","['""rentZestimate"":1349']",single family,"['HOA Fee"",""factValue"":""$60']","2018 $1,412 +5.8% $13,570 +14.9%","$221,525 (+3.6 %)",0
256,"22215 N 31st Ave,", Phoenix,['85027'],3 bd,2 ba,"1,750 sqft",2017.0,"$279,900","$265,258","$1,250/mo",Single Family,HOA fees$0/mo,"2018$263(+3.4%)$2,360(-42.3%)",,0
257,,phoenix,85048,3.0,2.5,1703,2014.0,368000,"['""zestimate"":376142']","['""rentZestimate"":1850']",single family,"['HOA Fee"",""factValue"":""$220']","2018 $2,322 +4.8% $26,780 +1.9%","+$25,165 (+7.2 %)",0
258,,phoenix,85083,5.0,4.0,4070,2009.0,489900,"['""zestimate"":481429']","['""rentZestimate"":2395']",single family,"['HOA Fee"",""factValue"":""$73']","2018 $3,989 +3.9% $35,920 +4.8%","$480,948 (-0.1 %)",0
259,,phoenix,85085,,,,,,"['""zestimate"":478928']","['""rentZestimate"":2500']",sun-thu 10am-6pm; fri 1pm-6pm; sat 10am-6pm,[],,Unavailable,0
260,"2442 W Running Deer Trl,", Phoenix,['85085'],3 bd,2 ba,"1,522 sqft",2001.0,"$297,900","$285,859","$1,500/mo",Single Family,HOA fees$46/mo,"2018$1,444(+3.6%)$18,000(+6.4%)",(+2.6 %),0
261,,tolleson,85353,4.0,2.0,1712,2004.0,,"['""zestimate"":211355']","['""rentZestimate"":1299']",single family,"['HOA Fee"",""factValue"":""$47']","2018 $1,070 +8.5% $13,500 +11.8%","$219,260 (+3.7 %)",0
262,"324 W Culver St UNIT 5,", Phoenix,['85003'],3 bd,2.5 ba,"1,518 sqft",2000.0,"$337,000",,,Townhouse,,,,0
263,,phoenix,85042,3.0,3.0,1907,2003.0,,"['""zestimate"":253608']","['""rentZestimate"":1500']",single family,[],"2018 $2,183 +7.3% $18,870 +9.2%","$260,379 (+2.7 %)",0
264,"3320 E Briarwood Ter,", Phoenix,['85048'],4 bd,4 ba,"3,110 sqft",2005.0,"$454,900",,,Single Family,,,,0
265,"9026 W Globe Ave,", Tolleson,['85353'],3 bd,2.5 ba,"2,228 sqft",2012.0,"$266,000","$256,000","$1,515/mo",Single Family,HOA fees$69/mo,"2018$2,083(+8.5%)$18,600(+1.3%)",(+1.9 %),0
266,,phoenix,85016,,,,,399900,"['""zestimate"":409590']","['""rentZestimate"":2100']",m: 10:00 am-5:00 pm; tu: 10:00 am-5:00 pm; w: 10:00 am-5:00 pm; th: 10:00 am-5:00 pm; f: 10:00 am-5:00 pm; sa: 10:00 am-5:00 pm; su: 10:00 am-5:00 pm;,[],,"+$17,892 (+4.6 %)",0
267,"4848 W Dunbar Dr,", Laveen,['85339'],4 bd,3 ba,"2,020 sqft",2008.0,"$224,900","$248,334","$1,380/mo",Single Family,HOA fees$169/mo,"2018$2,245(+5.8%)$16,800(+15.5%)",(+4.8 %),0
268,"27325 N Gidiyup Trl,", Phoenix,['85085'],4 bd,3 ba,"3,502 sqft",2006.0,"$499,000","$496,390","$2,470/mo",Single Family,HOA fees$60/mo,"2018$4,169(+3.4%)$38,530(+6.6%)",(+1.5 %),0
269,"42123 N 46th Ln,", Phoenix,['85086'],4 bd,3 ba,"3,097 sqft",2006.0,"$360,000","$360,649","$1,950/mo",Single Family,HOA fees$68/mo,"2018$2,803(+21.1%)$25,370(+5.8%)",(+2.4 %),0
270,"2009 W Caleb Rd,", Phoenix,['85085'],4 bd,2 ba,"2,282 sqft",2006.0,"$359,950","$354,800","$1,850/mo",Single Family,HOA fees$46/mo,"2018$2,253(+3.6%)$26,150(+5%)",(+2.0 %),0
271,"3130 E Beautiful Ln,", Phoenix,['85042'],4 bd,3.5 ba,"3,521 sqft",2011.0,"$499,900","$497,737","$2,995/mo",Single Family,HOA fees$152/mo,"2018$6,206(+8.6%)$37,300(+7.5%)",,0
272,"8232 S 6th Ln,", Phoenix,['85041'],3 bd,2 ba,"1,243 sqft",2015.0,"$228,000","$193,094","$1,300/mo",Single Family,HOA fees$85/mo,"2018$1,429(+7.3%)$11,830(+11.1%)",(+1.3 %),0
273,"5533 W Maldonado Rd,", Laveen,['85339'],3 bd,2 ba,"2,354 sqft",2004.0,"$294,999","$275,083","$1,595/mo",Single Family,HOA fees$68/mo,"2018$1,700(+7.3%)$18,080(+3.4%)",(+2.8 %),0
274,"16825 N 14th St UNIT 91,", Phoenix,['85022'],2 bd,2.5 ba,"1,144 sqft",2007.0,"$195,000","$192,613","$1,250/mo",Townhouse,HOA fees$148/mo,"2018$847(+4.7%)$12,110(+9.3%)",(+5.1 %),0
275,"15508 N 47th Pl,", Phoenix,['85032'],4 bd,3 ba,"2,673 sqft",2014.0,"$474,900","$471,578","$2,500/mo",Single Family,HOA fees$90/mo,"2018$3,135(+4.7%)$35,780(+4.7%)",(+0.2 %),0
276,"8206 S 23rd Pl,", Phoenix,['85042'],4 bd,2 ba,"1,672 sqft",2005.0,"$269,000","$258,528","$1,500/mo",Single Family,HOA fees$0/mo,"2018$1,900(+7.3%)$17,770(+12.6%)",(+4.0 %),0
277,"2427 W Sagebrush Dr,", Phoenix,['85085'],6 bd,3 ba,"3,305 sqft",2004.0,"$435,000",,,Single Family,,,,0
278,"1528 W Calle Escuda,", Phoenix,['85085'],5 bd,3 ba,"4,016 sqft",2006.0,"$499,900","$503,549","$2,500/mo",Single Family,HOA fees$167/mo,"2018$4,878(+18.4%)$39,260(+4.4%)",(+0.9 %),0
279,"2228 W Alta Vista Rd,", Phoenix,['85041'],4 bd,2 ba,"1,684 sqft",2004.0,"$245,000","$229,729","$1,333/mo",Single Family,HOA fees$39/mo,"2018$1,529(+7.3%)$15,400(+16%)",(+4.0 %),0
280,,phoenix,85012,2.0,2.0,1112,2018.0,463500,"['""zestimate"":285017']",[],condo,"['HOA Fee"",""factValue"":""$381']",,Unavailable,0
281,"907 W Pima St,", Phoenix,['85007'],3 bd,2 ba,"1,489 sqft",2009.0,"$230,000","$202,362","$1,250/mo",Single Family,HOA fees$0/mo,"2018$712(+3.7%)$10,500(+21.4%)",(+6.5 %),0
282,,laveen,85339,3.0,2.5,1701,2017.0,249000,"['""zestimate"":222296']","['""rentZestimate"":1459']",single family,"['HOA Fee"",""factValue"":""$98']","2018 $2,170 +1202% $3,810 +19.2%","-$5,827 (-2.6 %)",0
283,"4624 W Hasan Dr,", Laveen,['85339'],3 bd,2 ba,"2,332 sqft",2005.0,"$279,000","$274,636","$1,580/mo",Single Family,HOA fees$45/mo,"2018$2,122(+5.8%)$18,820(+12.2%)",(+3.6 %),0
284,"3228 W Cavedale Dr,", Phoenix,['85083'],4 bd,3 ba,"2,874 sqft",2002.0,"$359,000","$356,921","$1,900/mo",Single Family,HOA fees$40/mo,"2018$2,176(+3.6%)$25,000(+7.9%)",(+1.3 %),0
285,"7218 W Whyman Ave,", Phoenix,['85043'],3 bd,2 ba,"1,392 sqft",2001.0,"$199,000",,,Single Family,,,,0
286,"9511 W Miami St,", Tolleson,['85353'],4 bd,2 ba,"2,479 sqft",2004.0,"$248,000","$244,402","$1,463/mo",Single Family,HOA fees$51/mo,"2018$1,538(+7.7%)$16,120(+11.3%)",(+3.0 %),0
287,"9324 S 33rd Dr,", Laveen,['85339'],3 bd,3 ba,"1,810 sqft",2012.0,"$229,000","$230,728","$1,450/mo",Single Family,HOA fees$115/mo,"2018$2,099(+7.3%)$16,510(+8%)",(+3.2 %),0
288,"4024 W Salter Dr,", Glendale,['85308'],5 bd,5.5 ba,"3,590 sqft",2006.0,"$359,900","$360,185","$2,000/mo",Single Family,HOA fees$35/mo,"2018$2,408(+3.4%)$30,250(+13.4%)",(+1.9 %),0
289,"6422 W Constance Way,", Laveen,['85339'],2 bd,2.5 ba,"1,253 sqft",2006.0,"$179,000","$185,796","$1,250/mo",Single Family,HOA fees$65/mo,"2018$1,130(+5.8%)$10,410(+11%)",(+6.6 %),0
290,"5010 W Fawn Dr,", Laveen,['85339'],3 bd,2 ba,"1,534 sqft",2008.0,"$200,000","$209,121","$1,350/mo",Single Family,HOA fees$74/mo,"2018$1,470(+5.8%)$13,270(+12.7%)",(+3.8 %),0
291,,phoenix,85024,2.0,2.0,1174,2008.0,,"['""zestimate"":231795']","['""rentZestimate"":1450']",condo,"['HOA Fee"",""factValue"":""$217']","2018 $1,533 +4.7% $16,970 +8%","$237,868 (+2.6 %)",0
292,"2606 S 81st Ln,", Phoenix,['85043'],4 bd,2 ba,"1,872 sqft",2000.0,"$242,000","$228,877","$1,350/mo",Single Family,HOA fees$51/mo,"2018$1,185(+6.6%)$15,620(+12.4%)",(+3.3 %),0
293,"21655 N 36th Ave UNIT 101,", Glendale,['85308'],3 bd,3 ba,"1,457 sqft",2015.0,"$227,000","$217,439","$1,395/mo",Townhouse,HOA fees$200/mo,,(+1.7 %),0
294,,phoenix,85050,2.0,2.0,1589,2014.0,341900,"['""zestimate"":337101']","['""rentZestimate"":1600']",townhouse,"['HOA Fee"",""factValue"":""$330']","2018 $2,322 +4.7% $26,030 +3%","$341,045 (+1.2 %)",0
295,"8126 W Magnolia St,", Phoenix,['85043'],3 bd,2 ba,"1,218 sqft",2001.0,"$209,000","$203,048","$1,250/mo",Single Family,HOA fees$51/mo,"2018$1,084(+6.6%)$14,470(+12.8%)",(+3.4 %),0
296,"6341 W Villa Linda Dr,", Glendale,['85310'],4 bd,3 ba,"2,505 sqft",2001.0,"$338,000","$339,887","$1,850/mo",Single Family,HOA fees$56/mo,"2018$3,312(+38.2%)$26,380(+6.9%)",(+0.8 %),0
297,"9578 W Kingman St,", Tolleson,['85353'],4 bd,2 ba,"1,804 sqft",2005.0,"$240,000","$226,645","$1,350/mo",Single Family,HOA fees$51/mo,"2018$1,213(+8.5%)$15,010(+12.7%)",(+3.5 %),0
298,"7135 W Kingman St,", Phoenix,['85043'],4 bd,2.5 ba,"2,369 sqft",2005.0,"$260,000","$253,363","$1,400/mo",Single Family,HOA fees$78/mo,"2018$1,456(+6%)$15,670(+12.3%)",(+3.1 %),0
299,"2356 W Barwick Dr,", Phoenix,['85085'],3 bd,2.5 ba,"1,921 sqft",2006.0,"$294,900","$295,038","$1,595/mo",Single Family,HOA fees$54/mo,"2018$1,810(+3.6%)$21,060(+5.5%)",(+1.6 %),0
300,"4418 E Cedarwood Ln,", Phoenix,['85048'],4 bd,3 ba,"2,529 sqft",2001.0,"$335,500","$347,646","$1,999/mo",Single Family,HOA fees$41/mo,"2018$2,409(+4.8%)$27,670(+1.5%)",(+1.2 %),0
301,"6541 W Crown King Rd,", Phoenix,['85043'],3 bd,3 ba,"2,604 sqft",2000.0,"$273,000","$275,497","$1,595/mo",Single Family,HOA fees$37/mo,"2018$1,698(+7%)$20,110(+13.3%)",(+2.2 %),0
302,"727 E Portland St APT 12,", Phoenix,['85006'],2 bd,2 ba,"1,606 sqft",2007.0,"$374,900","$380,952","$1,995/mo",Townhouse,HOA fees$229/mo,"2018$3,275(+3.7%)$27,870(+8.9%)",(+6.9 %),0
303,"33235 N Symer Dr,", Cave Creek,['85331'],4 bd,3 ba,"2,124 sqft",2000.0,"$425,000","$418,264","$2,200/mo",Single Family,HOA fees$63/mo,"2018$1,916(+3.8%)$29,270(+3.7%)",(+2.3 %),0
304,"21320 N 56th St UNIT 2054,", Phoenix,['85054'],2 bd,2 ba,"1,408 sqft",2007.0,"$299,000","$307,933","$1,700/mo",Condo,HOA fees$262/mo,"2018$2,506(-1.4%)$22,950(-4.2%)",(+2.5 %),0
305,"5603 S 21st Ter,", Phoenix,['85040'],3 bd,2.5 ba,"1,619 sqft",2005.0,"$216,900",,,Townhouse,,,,0
306,"1768 W Sienna Bouquet Pl,", Phoenix,['85085'],4 bd,3.5 ba,"3,078 sqft",2006.0,"$479,000","$473,321","$2,500/mo",Single Family,HOA fees$66/mo,"2018$3,408(+3.6%)$33,800(+3%)",(+0.2 %),0
307,"6732 S 35th Dr,", Phoenix,['85041'],4 bd,2 ba,"1,580 sqft",2005.0,"$230,000","$215,734","$1,355/mo",Single Family,HOA fees$69/mo,"2018$1,421(+5.8%)$13,370(+14.3%)",(+3.6 %),0
308,"4024 E Crimson Ter,", Cave Creek,['85331'],3 bd,3 ba,"2,148 sqft",2014.0,"$475,000","$472,438","$2,500/mo",Single Family,HOA fees$63/mo,"2018$2,158(+3.5%)$33,670(+5.6%)",(+1.1 %),0
309,"1520 W Burgess Ln,", Phoenix,['85041'],4 bd,2 ba,"1,619 sqft",2003.0,"$244,900","$219,006","$1,300/mo",Single Family,HOA fees$20/mo,"2018$1,288(+4.9%)$13,860(+11.8%)",(+5.2 %),0
310,"2847 S 64th Dr,", Phoenix,['85043'],4 bd,2 ba,"1,480 sqft",2001.0,"$205,000","$200,418","$1,250/mo",Single Family,HOA fees$37/mo,"2018$977(+7%)$12,950(+15.3%)",(+7.3 %),0
311,,phoenix,85028,2.0,2.0,1335,2008.0,349500,"['""zestimate"":338792']","['""rentZestimate"":1700']",condo,"['HOA Fee"",""factValue"":""$316']","2018 $2,043 +4.1% $22,670 +4.2%","$348,177 (+2.8 %)",0
312,"3109 W Via De Pedro Miguel,", Phoenix,['85086'],3 bd,2 ba,"2,113 sqft",2004.0,"$335,000","$335,287","$1,795/mo",Single Family,HOA fees$50/mo,"2018$2,134(+3.6%)$23,750(+5.9%)",(+1.5 %),0
313,"3765 E Kerry Ln,", Phoenix,['85050'],3 bd,3 ba,"1,819 sqft",2007.0,"$315,000","$312,076","$1,695/mo",Single Family,HOA fees$81/mo,"2018$1,881(+4.7%)$20,580(+3.5%)",(+2.1 %),0
314,"3429 W Williams Dr,", Phoenix,['85027'],3 bd,2 ba,"2,313 sqft",2000.0,"$349,000","$346,389","$1,775/mo",Single Family,HOA fees$30/mo,"2018$2,494(+3.4%)$24,560(+13.1%)",(+1.5 %),0
315,,phoenix,85042,4.0,3.0,2216,2004.0,293500,"['""zestimate"":289473']","['""rentZestimate"":1550']",single family,"['HOA Fee"",""factValue"":""$128']","2018 $2,255 +7.3% $19,880 +7%","$297,086 (+2.6 %)",0
316,"2438 W White Feather Ln,", Phoenix,['85085'],4 bd,3 ba,"2,238 sqft",2001.0,"$325,000","$319,896","$1,650/mo",Single Family,HOA fees$46/mo,"2018$1,813(+3.6%)$21,970(+5.5%)",(+1.9 %),0
317,,phoenix,85016,,,,,400165,"['""zestimate"":424280']",[],"saturday - wednesday, 10-6; sunday 12-5 or by appointment.",[],,Unavailable,0
318,,phoenix,85027,,,,,111900,"['""zestimate"":213807']","['""rentZestimate"":1350']",sunday and monday by appointmenttuesday ? friday 10am ? 6pmsaturday 9am ? 6pm,[],,"-$9,100 (-4.1 %)",0
319,,laveen,85339,4.0,2.0,1533,2005.0,211000,"['""zestimate"":212227']","['""rentZestimate"":1350']",single family,"['HOA Fee"",""factValue"":""$63']","2018 $1,588 +5.4% $13,610 +15.8%","$219,719 (+3.5 %)",0
320,"2150 W Alameda Rd UNIT 1017,", Phoenix,['85085'],3 bd,2 ba,"1,394 sqft",2007.0,"$229,900","$227,853","$1,438/mo",Townhouse,HOA fees$165/mo,"2018$1,176(+3.6%)$15,210(+15.1%)",(+3.2 %),0
321,"4334 W Lapenna Dr,", New River,['85087'],4 bd,3 ba,"3,098 sqft",2005.0,"$339,000","$348,289","$2,000/mo",Single Family,HOA fees$84/mo,"2018$2,693(+3.4%)$25,030(+4.5%)",(+0.1 %),0
322,"7754 W Alvarado Rd,", Phoenix,['85035'],3 bd,3 ba,"1,486 sqft",2013.0,"$195,000","$195,029","$1,325/mo",Single Family,HOA fees$137/mo,"2018$1,770(+3.4%)$14,020(+6.8%)",(+4.8 %),0
323,"406 E Redwood Ln,", Phoenix,['85048'],3 bd,2.5 ba,"1,375 sqft",2000.0,"$274,900","$276,254","$1,595/mo",Single Family,HOA fees$99/mo,"2018$2,293(+4.4%)$20,480(+4.4%)",(+1.7 %),0
324,"2606 W Sat Nam Way,", Phoenix,['85086'],2 bd,2 ba,"1,361 sqft",2002.0,"$274,900","$270,216","$1,395/mo",Single Family,HOA fees$51/mo,"2018$1,937(+3.4%)$16,470(+8.1%)",(+2.8 %),0
325,"1921 W Morning Vista Ln,", Phoenix,['85085'],5 bd,4 ba,"4,204 sqft",2006.0,"$460,000",,,Single Family,,,,0
